HeadwordID	Headword	HomonymNumberID	WordClassID	SenseNumberID	Definition	needs fixing
36862	bamboo	1	1	25	<i>Microlaena polynoda.</i> 	
36916	Banks' hard fern	1	1	1	<io>Blechnum Banksii </I>	
36917	Banks' pterostylis	1	1	1	<i>Pterostylis Banksii </I>	
36929	barberfish	1	1	1	any of several bright red fishes of the genus <i>Anthias</i> (Berycidae): a fish ... of Madeira and the Mediterranean] 	
36956	barracouda	1	1	1	in NZ a spg var. or erron. for <i>barracouta</i>	
199	barracouta	1	1	12	1. <i>Thyrsites atun</i>. =manga [the <i>snoek, snook</i> of the Cape of Good Hope]. Freq. spg bar(r)acoota; also barac(o)uta, barrac(o)uda,  benecoota, benecootoo, ?boracoota, ?paracuta . See also barra, coota, king barracouta: contrast barracuda. [AND Leionura atun 1770 Cook, 1835: transf use of w. Indian barracuda, barracouta.] 1. A Southern Hemisphere fish similar but unrelated to the barracuda, usu. with long needle-like teeth. Also called manga. 2. An oblong bread loaf with a raised crust baked in an open tin [f. Spanish barracuda.] 	
10091	Barrier pine	1	1	1	<i>Dacrydium kirkii </i>	
21610	Bartlett's rata	11	1	37	a rare and and endangered white-flowering rata, <i> Meterosideros bartlettii </i>, found mainly in the north of the North Island.  	
36987	base walloper	1	1	1	an alteration of gen. military base-wallah (with pun on<i> base</i> `bum'), a soldier, esp. an officer, employed behind the lines at base; a member of Base Staff; 	
37008	basil	11	1	12	used to distinguish from <i>roan</i>, one tanned with sumach.] Tanned sheepskin used for the manufacture of light leather. 	
5859	basket fungus	1	1	1	an unpleasant-smelling fungus, <i>Ileodictyon cibarium</i>, that expands to release a latticed structure from a white sphere (also called devil�s purse or stink egg, lattice or net fungus, paruwhatitiri, thunder-dirt). 	
8732	bass	1	1	12	[A transf. use of northern hemisphere bass, a seafish of the perch family.] 1. Simplex  <i>Polyprion moeone</i> of the family Percichthyidae,  =bass groper. See also black bass 2. below. 	
37497	bastard birch	1	1	1	 <i>Weinmannia racemosa,</i> kamahi. 	
27780	bastard red cod	1	1	1	two spp. often confused: <I>Pseudophycis breviuscula</I> northern bastard red cod and <i>P. barbata </i>southern bastard red cod	
30602	bastard totara	1	1	1	<i>Libocedrus plumosa</i>, kawaka, (New Zealand) arbor vitae	
3185	Bathurst burr	1	1	1	A noxious weed whose seeds, enclosed in hooked burrs, stick to wool; <i><i>Xanthium spinosum</i></i> and its fruit	
10120	bayonet grass	1	1	1	 <i>Aciphylla</i> spp., an old name for  speargrass or taramea,  contrast <i>A. squarrosa</i> a little later `soft leaved Spear grass',  =spear-grass cf bayonet-plant. 	
10121	bayonet plant	1	1	1	<i>Aciphylla Lyallii</i> MHG 1883,  <i>Aciphylla squarrosa</i> 1885 NZ Country Journal, (Canterbury A & P Ass.) Vol I 1877-XXII 1898 (And)	
27790	bearded cod	1	1	1	<I>Euclichthys polynemus</I>, fam Euclichthyidae, a small deepwater cod.	
10179	beat	18	1	12	Simplex <I>beat</i> in sense <I>to hit, to thrash</i> [OED 971] is mainly in secondary school use esp. for corporal punishment, with associated beat (up) etc., and as n pl beats (n), and beating(s). 	
37122	beech	1	1	1	an important group of Southern Hemisphere timber trees forming extensive forests especially in southern and mountainous regions of New Zealand. Also called nothofagus and popularly but incorrectly, birch; often found with prefixed epithets denoting appearance of tree (black, silver), quality of timber (hard, red), habitat (mountain); the preferred name for spp. of <i>Nothofagus</i> (to 187?, <i>Fagus</i>), the southern beech, and for spp. of other genera resembling the southern beech (see false beech 2 below); contrast the popular name birch q.v. now obs., and for the NI esp., the Maori generic taw(h)ai; and (erroneously) kamahi in the SI. 	
37185	Beesey Stewart	1	1	1	<i>Hakea acicularis </i>, ake-ake 	
37217	bell vine	1	1	1	<i>Calystegia sepium </i>	
29794	bellbird	11	1	25	<i>Anthornis melanura obscura. </i>	
37226	bellowsfish	11	1	12	 [?merely syn. <i>Centriscops</i> ].	
37227	bellowsfish	11	1	25	<i>Centriscops obliquus. </i>	
37247	beneficial island	1	1	1	any of various statutorily named islands in the south of NZ, the breeding places of the <i>muttonbird</i>, to which/certain Maori people (<i>beneficial owners</i>) have an inherited sole right to a take of muttonbirds. 	
8424	beneficiary	1	1	1	[A spec. use of <i>beneficiary</i> OED2 n. B. 3.] Welfare beneficiary etc. check. 	
37338	biddy-bid	11	1	12	<i>Acaena  novae-zelandiae.</i> 	
37337	biddy-bid	11	1	12	<i>Acaena sanguisorbae. </i>	
2050	biddy-bid	11	1	12	<I>Acaena</i> spp. esp. <I>Acaena anserinifolia, </i>(often formerly <I>A. sanguisorbae </i>	
37359	Bidwill's libocedrus	1	1	1	<i>Libocedrus Bidwillii. </i>	
23338	big laughing man	1	1	1	the mushroom <i>Gymnopilus spectabilis</i>	
37381	biggy-bung	1	1	1	an early Ma.-Eng. (?pidgin) nickname for an artilleryman: a Moaricisation of <i>big bang<i>, with an extra vocalic syllable added to<i> big</i> and the E. [`ash'] approximated to Maori [a] appearing to English ears as [the sound of but]. 	
37383	bignonia	1	1	1	<i>Rhabdothamnus Solandri </i>[a tropical genus with. trumpet-shaped flowers] 	
3452	bill-hook	1	1	1	a long-handled tool with a hooked blade for trimming or pruning trees, seems to be the gen. Eng. term (OED 1611) for what in NZ would usu. be called a <i>slasher,</i> but freq. used in 19C. esp. for a sort of short-handled slasher with a hooked point and phs distinguished from the various long-handled slashers [check illustrations before defining]. 	
37421	billet	11	1	12	OED: verb is gen. Eng. (with preps <i>at, in, on, upon, with:</i> but not, <i>billet out</i>, which is a common NZ verbal usage in this sense; in gen. Eng. and NZ usage, esp. sports etc., tournaments etc, `temporary private lodgings for visitors'; or as a verb, to provide such lodgings. 	
37476	bindweed	11	1	25	(also black bindweed, field bindweed)(1926 headword <i>convolvulus</i>; 1967 headword <i>bindweed</i>) 	
37473	bindweed	11	1	12	[OED2 1. The English name for the species of the N[atural] O[rder] <i>Convolvulus</i>; as Greater Bindweed (<i>C. sepium</i>), Lesser Bindweed (<i>C. arvensis</i>), Seaside Bindweed (<i>C. Soldanella</i>). 2. Applied dialectally or vaguely to various other climbing plants ... 3. <i>black, corn</i>, or<i> ivy bindweed</i> Polygonum Convolvulus; <i>Blue Bindweed </i>Bittersweet or Woody Nightshade. [17-18c.].] In NZ applied to various genera of climbing or .... plants, chiefly of the family Convolvulaceae, esp <i>Calystegia sepium </i>	
17040	bindweed	11	1	37	<i>Calystegia arvensis.</i> 	
37482	bindweed	11	1	37	<i>Calystegia sepium</i> beautiful white devil, pohue, greater convolvulus; (1926 headword convolvulus; 1967 headword bindweed)	
37484	bindweed	11	1	37	<i>Calystegia soldanella. </i>	
37485	bindweed	11	1	37	<i>Calystegia soldanella</i>	
37487	bindweed	11	1	37	<i>Calystegia soldanella</i> 	
37488	bindweed	11	1	37	<i>Calystegia tuguriorum. </i>	
31556	bindweed	11	1	37	<i>Calystegia tuguriorum</i>	
37483	bindweed	11	1	37	<i>Calystegia tuguriorum</i>	
37479	bindweed	11	1	37	<i>P. convolvulus </i>; convolvulus, cornbind	
37491	birch	1	1	1	(any of a group of deciduous, Northern Hemisphere trees with slender branches and smooth bark, used for timber.) In NZ commonly, but incorrectly, applied to the native beech spp.; a common popular name c1795-1970s for the trees and timber of <i>Nothofagus</i> spp., preferred common name beech q.v. Also occas. used for species of other general thought to resemble Nothofagus. occas. (usu. overseas usage) New Zealand birch.	
37493	birch	11	1	25	applied to other than <i>Nothofagus</i> genera (see esp. black birch below. Kirk 1875 (quoted by Anderson) states that birch is to be regarded as a generic name applied by bushmen to any small-leaved tree ... so the term black birch was in many districts 	
6350	bird-catching plant	1	1	1	parapara, <i>Heimerliodendron brunonianum</i>	
37636	bit on, a	1	9	1	(that's) a bit on, from the longer expressions on the cuff (q.v.) <i>nose</i>, the <i>snorer,</i> that's tough; that's a bit much; see also cuff. 	
37662	bitter cress	1	1	1	<i>Cardamine heterophylla. </i>	
37660	bitter cress	1	1	1	<i>Cardamine heterophylla</i> var. <i>uniflora. </i>	
37659	bitter cress	1	1	1	native bitter cress, New Zealand bitter cress? <i>Cardamine debilis.</i>	
27784	black cod	1	1	1	<i>Paranotothenia</i> spp., esp. <i>P. microlepidota,</i> fam Nototheniidae, a dark-backed cod-like fish of cold s. waters. 	
22369	black maire	1	1	1	Nestegis species, esp. <i>N. cunninghamii </i>	
32114	black mapau	1	1	1	<i>Pittosporum</i> sp. <i>P. tenuifolium</i>, = black matipo, tawhiri 	
32350	black matipo	1	1	1	<I>Pittosporum tenifoluim</I>, a small tree or shrub, related to tarata, often used for ornamental hedges; (black) matipo 	
27785	black rock cod	1	1	1	<I>Epinephelus daemelii</I>. 	
12182	black vine	1	1	1	<i>Rhipogonum scandens</I> = SUPPLEJACK 	
21573	black-eyebrowed albatross	1	1	1	now black-browed mollymawk <i>D. melanophrys.</i> 	
37510	black-heart birch	1	1	1	<i>Nothofagus solandri</i> 	
32160	blackberry	1	1	1	The common term (rather than bramble) for the introduced <i>Rubus fruticosus</i> var., both the vine and the fruit since (in Britain,<i> bramble</i> is possibly applied more to the vine; <i>blackberry</i> to the fruit: see OED2 2.) Cook (Third Voyage) seems to prefer <i>bramble</i> [check]; also occas. (as was bramble) used for the native <i>R. cissoides, R. australis</i>, tataramoa, bush-lawyer	
37765	Blackmore coulter	1	1	1	an attachment to an ordinary seed-sower which spreads seeds in 30 rows, 3 inches apart instead of 15 rows of an ordinary coulter. Designed by L. Blackmore of the Department of Agriculture, Timaru. see 1952 Nov (1953) <i>Proceedings of the NZ Grasslands Assoc.</i>	
25837	bladder fern	1	1	1	<i>Cystopteris tasmanica</i>	
37130	Blair's beech	1	1	1	<i>Nothofagus blairii</i> 	
25802	blanket fern	1	1	1	<i>Pleurosorus rutifolius</i>	
37793	blenny	11	1	12	used mainly as a book-name (f.<i>Blennius</i>) for a widespread family (?genus), or in NZ a variety of genera, small spiny-finned fishes recorded earliest in NZ waters(OED2 1774); 	
1950	blight-bird	1	1	1	<i>Zosterops halmaturina</i> also called blighty, silvereye, blighty, white-eye, wax-eye, tauhou	
44006	blight-bird	1	1	2	a small bird <i>Zosterops  lateralis</i>, valued by horticulturists for pest control. [also known as ring-eye, wax-eye, white-eye or silver-eye].	
13150	blind eel	1	1	1	<i>Eptatratus cirratus</i>, a sea-eel exuding plentiful slime when hooked; =hagfish, tuere; 	
37955	blood plum	1	1	1	a variety of plum with a deep-red flesh (e.g. satsuma). ca1940 Havelock: also <i>blood-red plum </i>	
37961	bloody	1	12	1	a colloquial intensifier, used, so EDD, by the `lower classes' `indifferently as a term of depreciation or appreciation'; frequent in NZ speech as it is elsewhere, but not so much as to be regarded as a New Zealandism (contrast <i>great Australian adjective</i>: no doubt used off the New Zealand coast from earliest English rediscovery, but not much recorded in print before WW1 	
37966	bloody	11	12	48	immediately after an [ ] sound, perhaps to suggest the indef. art. of phrases as <i>not a bloody bit</i>	
13127	blue borage	1	1	1	<i>Echium vulgare</i></I> viper's bugloss [f. its blue flower resembling the borage (<I>Borago officinalis</I>) in colour (mainly SI, esp. Marlborough and n. Cant.); also blue borage; a local (esp. Marlborough) name for the blue-flowered Eng. weed viper's bugloss. 	
27786	blue cod	1	1	1	<i>Parapercis colias</i>, fam Mugiloididae (occas. listed as Parapercidae or Pinguipedidae): a popular coastal food fish, bluish, greenish or brownish-grey, restricted to NZ.; coal fish, pakirikiri, rawaru, rock cod	
19335	blue duck	1	1	2	<i> Hymenolaimus malacorhynchus </i>,  blue duck, whio. 	
19322	blue duck	1	1	1	<i>Hymenolaimus malacorhyncus</i>, a [defin. goes here] Also called (blue) mountain duck, (blue) whistling duck, whio. cf also blue duck, a rumour. 	
38062	blue hen	1	1	1	<i>Apteryx oweni </I> Gould, grey kiwi.	
28762	blue-wattled crow	1	1	25	The two spp. also attract the occas. names<i> C. wilsoni, </i>blue (-wattled), North Island crow; <i>C. cinerea, </i>orange-wattled, South Island, (occas. early) yellow-wattled crow. 	
38115	bluebell	11	1	25	<i>W. albomarginata</i>	
38117	bluebell	11	1	25	<i>Wahlenbergia cartilaginea</i> 	
38118	bluebell	11	1	25	<i>Wahlenbergia gracilis</i> [?old name??]. 	
38114	bluebell	11	1	12	transf. use of British bluebell (<i>Campanula</i> spp.); AND 1839 <i>Wahlenbergia.</i>] <i>W. gracilis.</i> 	
38122	blueberry	11	1	25	<i>Suttonia nummularia</i>. 	
38120	blueberry 	11	1	12	<i>Dianella intermedia; D. nigra, </i> rena, turutu. 	
38136	bluefish	11	1	59	 ? <i>Girella</i> spp; ?=parore, or other Girellas; ?=blue maomao. 	
42371	blunt-leaved Spaniard	1	1	1	 <i> Celmisia Lyallii </i>, a type of mountain daisy, with leaves like those of SPANIARD	
38202	boa	1	1	1	<i>Freycinetia Banksii </i>kiekie. 	
38261	Bob Munro	1	1	1	Rhyming <i>In (occas. out) you go says Bob Munro,</i> used as a catchphrase of encouragement for entry into an enterprise, a toast, etc, 	
10633	bog anise	1	1	1	<i>Angelica trifoliata. </i>	
33222	bog moss	1	1	1	 <i>Sphagnum </i>	
38167	bog-cushion	1	1	1	<i>Gaimardia ciliata</i>	
38345	bollock	1	12	1	esp. <I>stark bollock(y)</I>, naked (also @n<I> in the bollocky</I>).	
38358	Bombays	11	1	25	passengers on the ship <i>Bombay</i>	
38382	bonito	11	1	25	<i>Sarda chiliensis.</i> 	
21348	boonga	1	1	1	a Polynesian, usu. a Pacific Islander, less freq. a Maori [an elaboration of <i>boong</i>]; 	
36868	borch	1	1	1	the small Antarctic fish <i>Pagothenia borchgrevinki</i>	
5988	borer	11	1	12	a wood-boring insect; various wood-boring insects infesting mainly house-timbers ?mainly i>Anobium</i> spp. or [longhorn =?]. 	
38469	borough council	1	1	25	a (small) `corporation'; pot-belly [pun on <i>(city-)corporation</i> and (borough-)council]. 	
6156	bot	11	1	12	to have the bot, (informal) to be ill; usu. as<i> the bot</i>; A vague feeling of unwellness in human beings; the mulligrubs: 1898 Alab.; a lung or bronchial disease, specifically positive tuberculosis	
38503	bottlebrush	1	1	1	an Aust. shrub with dense, coloured flower heads consisting of stamens all around the stem; usu. in NZ applied to the introduced Aust. genus <i>Callistemon</i> [or the Myrtaceae or Protaceae families] used as ornamentals, with brilliant red flowers reminiscent in shape to the brushes used to clean out (?orig. wine) bottles [cf the similar decriptive application to <i>pohutukawa</i>  	
38531	bouilli	11	1	12	an old word for stewed meat preserved in a tin as a common fare in emigrant ships and early settlement; compare <i>bully beef;</i> bouilli tin; a usu. early 19C. spg of a usual emigrant commodity: tinned boiled or stewed meat, esp. beef (OED 17C.), often, as emigrant-ship, or 	
49386	Boulder Lake daisy	1	1	1	<i>Clemisia parva</i> and <i>Clemisia rupestris</i>	
7464	bouncinette	1	1	1	"A metal frame with netting stretched over it and gently sloped so that a baby may recline or bounce in it. <i.Prop.</i>." (Macquarie 1981).	
5189	bowing-bird	1	1	1	<I>Thinornis novae-zelandiae. </i>	
38583	box	11	13	48	to become bluffed, to get lost occas. constucted with <i>up</i> and perhaps affected by boxed up `coped up'. 	
38599	box off	1	13	1	to make redundant [prob.f. farming, to separate out as from a large flock; with poss. pun on <i>box </i>`a (cargo) container' so perhaps `to put in a box,' that is, to stack away]. 	
2086	boxer	1	1	1	the person in charge of (the bets in) a two-up game cf <i>ringie</i>	
522	boxthorn	1	1	12	<i>Lyceum ferocissimum</i>.OED: box-thorn, common name for shrubs of the genus Lycium, esp. L. barbarum. Also BOX-TREE, BOX-WOOD.	
38649	bracken	11	1	25	 <i>Paesia scaberula </i>	
38650	bracken	11	1	25	<i>Pteris tremula</i> 	
38631	bramble	11	1	37	<i>R. ?cissioides. </i>	
38630	bramble	11	1	25	<i>Rubus australis.</I> 	
38632	bramble	11	1	37	<i>Rubus cissoides</I> 	
38633	bramble	11	1	37	<i>Rubus parvus.</I>	
38627	bramble	1	1	1	used with or without epithets, for the native <i>Rubus  spp., 	
38047	briar	1	1	1	occas. for <i>Rubus australis </i> (bush-lawyer)	
38719	bridal tree	1	1	1	<i>Pennantia corymbosa. </i>	
38721	bride's bouquet	1	1	1	<i>Earina autumnalis </I>	
35613	broad-billed prion	1	1	1	<i>Pachyptila vittata</i>, parara	
31630	broad-leaved maire	1	1	1	<i>Olea apetala</I>	
38769	broadleaf	20	1	1	<i>Coprosma</i> spp.	
38770	broadleaf	22	1	12	<i>Griselinia lucida.</i> 	
3196	broadleaf	1	1	1	<i>Griselinia</i> sp(p) esp. <i>G. littoralis</i>; a tree or shrub with large glossy leaves, often found epiphytic on other trees; also called kapuka, papauma, pukatea. 	
38858	broom	20	1	12	(a) <i>Notospartium carmichaeliae. </i>	
38850	broom	11	1	25	</i> C. odorata</i> [usu. <i>Notospartium</i> spp.]. 	
38853	broom	11	1	25	<i>C. flagelliformis. </i> 	
38843	broom	11	1	25	<i>Carmichaelia australis. </i> 	
38836	broom	11	1	25	<i>Carmichaelia australis</i> austral-broom 	
38851	broom	11	1	25	<i>Carmichaelia australis</i>. 	
38844	broom	11	1	25	<i>Carmichaelia Enysii.</i>  	
38837	broom	11	1	25	<i>Carmichaelia gracilis.</i> 	
38848	broom	11	1	25	<i>Carmichaelia grandiflora </i> 	
38835	broom	11	1	25	<i>Carmichaelia grandiflora </i>var. <i>alba.</I>	
38840	broom	11	1	25	<i>Carmichaelia grandiflora.</i> 	
38839	broom	11	1	25	<i>Carmichaelia Monroi. </i> 	
38838	broom	11	1	25	<i>Carmichaelia nana.</i> 	
38846	broom	11	1	25	<i>Carmichaelia odorata </i> . 	
38854	broom	11	1	25	<i>Carmichaelia paludosa. </i> 	
38849	broom	11	1	25	<i>Carmichaelia subulata. </i> 	
38847	broom	11	1	25	<i>Carmichaelia subulata.</I>	
38834	broom	11	1	12	applied to indigenous genera <i>Carmichaelia, Chordospartium, Corallospartium</i>, and <i>Notospartium</i>; occas. to <i>Leptospermum</i> (manuka, tea-tree) as tea broom; and to various introduced genera (see 6 below) of brooms or broom-like plants. 	
38861	broom	23	1	1	introduced genera, ?commonly <i>Cytisus</i> spp. 	
50423	Brothers Island tuatara	1	1	1	a specific tuatara (<i> Sphenodon guntheri </i>)	
31923	brown as a Maori	1	9	1	on form of <i>brown as a berry</i> (14c Chaucer) 	
38816	brown backs	1	1	1	<i> Senecio eleagnifolius [?elaeagnifolium], </i>a short scrub plant. 	
19323	brown duck	1	1	1	<i>Elasmonetta chlorotis</i>, a scarce NZ wild duck	
16830	brown fern	1	1	1	<i>Pteridium esculentum</i> 	
50919	brown gecko	1	1	1	general term for the <i>Hoplodactylus</i> genus of geckos	
38776	brown river	1	1	1	a type of potato (modification of <i>riwai</i>?) 	
38825	Brown's plantain	1	1	1	<i>Plantago Brownii. </i>	
1418	buckshee	1	12	1	(something) free of charge; in NZ <i>baksheesh</i> rare: in a context of gifts of food, etc. at Maori hui recorded in 	
26399	buckthorn	1	1	1	<i>Rhamnus alaternus</i>	
24907	buggerise	1	13	1	a quasi - euphemism for <i>bugger </i>in senses: v.t. `ruin'; v.i. `mess about, procrastinate'. 	
38892	bugloss	1	1	1	<i>Echium vulgare, </i>	
37514	bull birch	1	1	1	<i>Nothofagus fusca</i> 	
1878	bull kelp	11	1	1	<i>Durvillaea antarctica</i> Rimurapa;	
1890	bull-a-bull	11	1	1	[Anglicisation of Maori poroporo.] <i>Solanum aviculare </i> (occas. <i>S. Nigrum</i> black nightshade, a common weed); poroporo (`a branched leafy shrub') or its berries, 	
3624	bulldust	1	1	1	euphemism for <i>bullshit</i> lies, rot, nonsense; boasting - as a noun or as an exclam. (<i>Bullswool </i>is another variant; the politest is the innocuous Bovril; cf. also bull, heifer dust). 	
39021	bullhead	11	1	12	a freshwater fish (?Morris <i>Eleotris gobioides</i>); ?bull-trout; ?bully @n; ?cockabully. 	
526	bullock dray	1	1	1	a usu. four-wheeled vehicle, with a pole rather than shafts, drawn by a team of bullocks; a rough two-wheeled cart to which bullocks were attached by neck-yokes and chains (see Kennaway <i>Crusts</i> illustration), 	
38994	bullock's kai	1	1	1	raurekau, <i>Coprosma australis </i>	
19640	bully	11	1	25	<i>Gobiomorphus breviceps</i>	
39084	bully	22	1	1	a certain tip; the dinkum oil (on a horse) (prob f. <i>bully</i> aj `first rate', i.e. <i>the bully gen</i>, with an ironical play on <i>bull-shit</i>). 	
